timestamp,gesture,duration
0.0,walk,0.942
0.942,turn,0.5
1.442,walk,0.562
2.004,walk,1.0
2.745,walk,1.0
3.005,walk,1.0
4.005,walk,20.817
24.822,turn,0.5
25.322,walk,0.48100000000000165
25.803,walk,1.0
26.803,walk,15.837
42.64,turn,0.5
43.14,walk,1.3429999999999964
44.483,turn,0.5
44.983,walk,0.5210000000000008
45.504,jump,0.3
45.803999999999995,walk,0.9820000000000064
46.786,jump,0.3
47.086,walk,3.664999999999999
50.751,jump,0.3
51.050999999999995,walk,0.7620000000000076
51.813,jump,0.3
52.113,walk,0.6210000000000022
52.734,turn,0.5
53.234,walk,0.40099999999999625
53.635,jump,0.3
53.934999999999995,walk,0.32100000000000506
54.256,punch,0.3
54.556,walk,0.5210000000000008
55.077,jump,0.3
55.376999999999995,walk,2.0430000000000064
57.42,punch,0.3
57.72,walk,0.30100000000000193
58.021,punch,0.3
58.321,walk,0.2010000000000005
58.522,punch,0.3
58.821999999999996,walk,0.561000000000007
59.383,punch,0.3
59.683,walk,0.48100000000000165
60.164,punch,0.3
60.464,walk,0.4209999999999994
60.885,idle,2.0
62.547,rest,2.0
64.547,walk,3.423000000000002
67.97,turn,0.5
68.47,walk,0.6209999999999951
69.091,turn,0.5
69.591,walk,0.561000000000007
70.152,turn,0.5
70.652,walk,0.4609999999999985
71.113,turn,0.5
71.613,walk,0.882000000000005
72.495,turn,0.5
72.995,walk,0.820999999999998
73.816,turn,0.5
74.316,walk,0.902000000000001
75.218,turn,0.5
75.718,walk,0.6209999999999951
76.339,punch,0.3
76.639,walk,0.3200000000000074
76.959,punch,0.3
77.259,walk,0.340999999999994
77.6,jump,0.3
77.89999999999999,walk,0.6610000000000156
78.561,turn,0.5
79.061,walk,0.9619999999999891
80.023,jump,0.3
80.323,walk,0.8210000000000122
81.144,punch,0.3
81.444,walk,0.29999999999999716
81.744,punch,0.3
82.044,walk,13.254000000000005
95.298,punch,0.3
95.598,walk,5.986999999999995
101.585,turn,0.5
102.085,walk,0.7360000000000042
102.821,turn,0.5
103.321,walk,1.0409999999999968
104.362,turn,0.5
104.862,walk,10.290000000000006
115.152,jump,0.3
115.452,walk,0.402000000000001
115.854,punch,0.3
116.154,walk,0.32200000000000273
116.476,punch,0.3
116.776,walk,0.5020000000000095
117.278,walk,1.0
117.98,jump,0.3
118.28,walk,0.3810000000000002
118.661,jump,0.3
118.961,walk,0.4819999999999993
119.443,turn,0.5
119.943,walk,0.12199999999999989
120.065,jump,0.3
120.365,walk,0.382000000000005
120.747,turn,0.5
121.247,walk,0.1419999999999959
121.389,jump,0.3
121.689,walk,0.4420000000000073
122.131,turn,0.5
122.631,walk,0.24200000000000443
122.873,jump,0.3
123.173,walk,0.2609999999999957
123.434,turn,0.5
123.934,walk,0.18200000000000216
124.116,jump,0.3
124.416,walk,0.4420000000000073
124.858,turn,0.5
125.358,walk,0.2819999999999965
125.64,walk,1.0
126.001,walk,1.0
126.402,jump,0.3
126.702,walk,0.5019999999999953
127.204,punch,0.3
127.50399999999999,walk,0.32200000000000273
127.826,punch,0.3
128.126,walk,0.24099999999998545
128.367,punch,0.3
128.667,walk,0.3019999999999925
128.969,punch,0.3
129.269,walk,0.36199999999999477
129.631,punch,0.3
129.931,walk,0.42199999999999704
130.353,jump,0.3
130.65300000000002,walk,0.681999999999988
131.335,walk,1.0
132.335,walk,0.26599999999999113
132.601,jump,0.3
132.901,walk,0.72199999999998
133.623,walk,1.0
134.623,walk,0.16300000000001091
134.786,turn,0.5
135.286,walk,0.703000000000003
135.989,turn,0.5
136.489,walk,0.5819999999999936
137.071,turn,0.5
137.571,walk,0.6630000000000109
138.234,punch,0.3
138.53400000000002,walk,0.7419999999999902
139.276,turn,0.5
139.776,walk,0.4019999999999868
140.178,walk,1.0
140.659,punch,0.3
140.959,walk,0.8629999999999995
141.822,turn,0.5
142.322,walk,0.382000000000005
142.704,punch,0.3
143.00400000000002,walk,0.22099999999997522
143.225,jump,0.3
143.525,walk,0.4819999999999993
144.007,jump,0.3
144.30700000000002,walk,0.6219999999999857
144.929,turn,0.5
145.429,walk,0.2609999999999957
145.69,jump,0.3
145.99,walk,0.4019999999999868
146.392,turn,0.5
146.892,walk,0.2220000000000084
