timestamp,gesture,duration
0.0,walk,0.267
0.267,noise,1.0
1.267,walk,0.5820000000000001
1.849,noise,1.0
2.57,noise,1.0
3.57,walk,0.42200000000000015
3.992,noise,1.0
4.992,walk,0.10200000000000031
5.094,noise,1.0
6.094,walk,0.8019999999999996
6.896,noise,1.0
7.896,walk,0.6819999999999995
8.578,noise,1.0
9.578,walk,0.5419999999999998
10.12,walk,1.0
10.401,walk,1.0
11.401,walk,3.646000000000001
15.047,noise,1.0
16.047,walk,0.4819999999999993
16.529,noise,1.0
17.529,walk,1.0429999999999993
18.572,noise,1.0
19.572,walk,0.8420000000000023
20.414,walk,1.0
21.414,walk,0.6630000000000003
22.077,walk,1.0
23.077,walk,0.2809999999999988
23.358,turn,0.5
23.858,walk,0.5219999999999985
24.38,walk,1.0
25.38,walk,0.0010000000000012221
25.381,noise,1.0
26.381,walk,2.7029999999999994
29.084,noise,1.0
30.084,walk,0.9420000000000002
31.026,noise,1.0
32.025999999999996,walk,0.8410000000000011
32.867,walk,1.0
33.867,walk,0.142000000000003
34.009,walk,1.0
35.009,walk,22.076
57.085,punch,0.3
57.385,walk,0.2809999999999988
57.666,punch,0.3
57.965999999999994,walk,0.2400000000000091
58.206,punch,0.3
58.506,walk,0.2809999999999988
58.787,punch,0.3
59.086999999999996,walk,0.2610000000000028
59.348,punch,0.3
59.647999999999996,walk,0.2810000000000059
59.929,walk,1.0
60.669,punch,0.3
60.968999999999994,walk,0.32100000000000506
61.29,punch,0.3
61.589999999999996,walk,0.24100000000000676
61.831,punch,0.3
62.131,walk,0.48100000000000165
62.612,walk,1.0
63.612,walk,0.10099999999999909
63.713,walk,1.0
64.614,walk,1.0
65.614,walk,0.402000000000001
66.016,walk,1.0
67.016,walk,0.06099999999999284
67.077,walk,1.0
67.378,jump,0.3
67.678,walk,0.7010000000000076
68.379,jump,0.3
68.679,walk,0.6610000000000014
69.34,jump,0.3
69.64,walk,0.7019999999999982
70.342,walk,1.0
71.342,walk,0.18099999999999739
71.523,walk,1.0
72.523,walk,0.402000000000001
72.925,walk,1.0
73.925,walk,0.7819999999999965
74.707,noise,1.0
75.528,noise,1.0
76.329,noise,1.0
77.329,walk,0.0010000000000047748
77.33,noise,1.0
78.33,walk,0.42199999999999704
78.752,noise,1.0
79.752,walk,0.6020000000000039
80.354,noise,1.0
81.354,walk,1.5829999999999984
82.937,noise,1.0
83.937,walk,27.924999999999997
111.862,walk,1.0
112.862,walk,1.4440000000000026
114.306,walk,1.0
115.306,walk,25.495999999999995
140.802,jump,0.3
141.102,walk,0.9209999999999923
142.023,turn,0.5
142.523,walk,0.08100000000001728
142.604,punch,0.3
142.90400000000002,walk,0.34099999999997976
143.245,punch,0.3
143.54500000000002,walk,0.39999999999997726
143.945,punch,0.3
144.245,walk,0.42099999999999227
144.666,punch,0.3
144.966,walk,0.42099999999999227
145.387,walk,1.0
146.067,walk,1.0
146.908,walk,1.0
147.449,walk,1.0
148.15,turn,0.5
148.65,walk,0.18000000000000682
148.83,walk,1.0
149.651,walk,1.0
150.412,walk,1.0
151.293,walk,1.0
152.154,walk,1.0
152.814,idle,2.0
154.814,walk,0.18300000000002115
154.997,turn,0.5
155.497,walk,0.4609999999999843
155.958,idle,2.0
157.958,walk,0.16200000000000614
158.12,turn,0.5
158.62,walk,0.5010000000000048
159.121,idle,2.0
161.023,turn,0.5
161.523,walk,0.40100000000001046
161.924,idle,2.0
162.785,punch,0.3
163.085,walk,0.19999999999998863
163.285,punch,0.3
163.585,walk,0.22100000000000364
163.806,punch,0.3
164.10600000000002,walk,0.23999999999998067
164.346,punch,0.3
164.64600000000002,walk,0.22099999999997522
164.867,punch,0.3
165.167,walk,0.24099999999998545
165.408,punch,0.3
165.708,walk,0.9300000000000068
166.638,turn,0.5
167.138,walk,0.561000000000007
167.699,punch,0.3
167.99900000000002,walk,0.34099999999997976
168.34,punch,0.3
168.64000000000001,walk,0.2799999999999727
168.92,punch,0.3
169.22,walk,1.0420000000000016
170.262,turn,0.5
170.762,walk,0.4410000000000025
171.203,punch,0.3
171.50300000000001,walk,0.3199999999999932
171.823,punch,0.3
172.12300000000002,walk,0.34099999999997976
172.464,punch,0.3
172.764,walk,1.0609999999999786
173.825,turn,0.5
174.325,walk,0.5420000000000016
174.867,punch,0.3
175.167,walk,0.3199999999999932
175.487,punch,0.3
175.787,walk,0.3009999999999877
176.088,punch,0.3
176.388,walk,1.1809999999999832
177.569,turn,0.5
178.069,walk,0.7420000000000186
178.811,punch,0.3
179.11100000000002,walk,0.29999999999998295
179.411,punch,0.3
179.711,walk,0.2609999999999957
179.972,punch,0.3
180.27200000000002,walk,0.7209999999999752
180.993,turn,0.5
181.493,walk,0.5409999999999968
182.034,punch,0.3
182.334,walk,0.2609999999999957
182.595,punch,0.3
182.895,walk,0.23999999999998067
183.135,punch,0.3
183.435,walk,0.3009999999999877
183.736,idle,2.0
185.736,walk,0.6820000000000164
186.418,turn,0.5
