timestamp,gesture,duration
0.0,walk,1.901
1.901,stop,2.0
3.862,walk,1.0
4.862,walk,0.5179999999999998
5.38,walk,1.0
6.38,walk,0.3410000000000002
6.721,walk,1.0
7.362,jump,0.3
7.662,walk,0.5810000000000004
8.243,punch,0.3
8.543000000000001,walk,0.3609999999999989
8.904,punch,0.3
9.204,walk,0.1999999999999993
9.404,punch,0.3
9.704,walk,0.5409999999999986
10.245,punch,0.3
10.545,walk,0.6210000000000004
11.166,idle,2.0
12.548,walk,1.0
12.868,walk,1.0
13.309,walk,1.0
13.889,walk,1.0
14.47,walk,1.0
15.011,walk,1.0
15.611,jump,0.3
15.911000000000001,walk,0.4009999999999998
16.312,punch,0.3
16.612000000000002,walk,0.12099999999999866
16.733,punch,0.3
17.033,walk,0.1999999999999993
17.233,punch,0.3
17.533,walk,0.18099999999999739
17.714,punch,0.3
18.014,walk,0.35999999999999943
18.374,punch,0.3
18.674,walk,0.6410000000000018
19.315,walk,1.0
19.796,walk,1.0
20.256,walk,1.0
20.817,idle,2.0
21.698,noise,1.0
22.319,noise,1.0
23.319,walk,0.48100000000000165
23.8,noise,1.0
24.8,walk,0.5019999999999989
25.302,noise,1.0
26.302,walk,0.3210000000000015
26.623,punch,0.3
26.923000000000002,walk,0.9819999999999993
27.905,walk,1.0
28.185,walk,1.0
28.946,walk,1.0
29.306,walk,1.0
29.727,walk,1.0
30.167,jump,0.3
30.467000000000002,walk,0.40099999999999625
30.868,punch,0.3
31.168,walk,0.24099999999999966
31.409,punch,0.3
31.709,walk,0.7210000000000001
32.43,punch,0.3
32.73,walk,0.5410000000000039
33.271,punch,0.3
33.571,walk,0.20000000000000284
33.771,punch,0.3
34.071,walk,0.30100000000000193
34.372,punch,0.3
34.672,walk,0.7420000000000044
35.414,punch,0.3
35.714,walk,0.4609999999999985
36.175,walk,1.0
36.596,walk,1.0
37.137,punch,0.3
37.437,walk,0.4209999999999994
37.858,punch,0.3
38.157999999999994,walk,0.32100000000000506
38.479,jump,0.3
38.778999999999996,walk,0.7020000000000053
39.481,walk,1.0
39.881,walk,1.0
40.302,walk,1.0
40.863,walk,1.0
41.524,punch,0.3
41.824,walk,0.2610000000000028
42.085,punch,0.3
42.385,walk,0.3410000000000011
42.726,punch,0.3
43.025999999999996,walk,1.0020000000000024
44.028,walk,1.0
44.469,walk,1.0
44.79,jump,0.3
45.089999999999996,walk,0.4210000000000065
45.511,walk,1.0
45.951,walk,1.0
46.332,jump,0.3
46.632,walk,0.4209999999999994
47.053,walk,1.0
47.334,walk,1.0
47.634,walk,1.0
